flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,loyalty_program_level,fleet_type_description,fleet_usage,response_group
5530,LAX,RDX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,not at this time.,80+,non-member,CRJ-200,Express,non-member
3524,ORX,JAX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,"what i was unhappy about was that i had not eaten because of my short connection, it said to download a payment on your phone to purchase food on board. well the app would not open because of wifi. so hungry.",80+,non-elite,ERJ-170,Express,member
3,SIX,SFX,2022-09-08,Delayed,Early & Ontime,Pacific,no_comment,90+,non-elite,B787-9,Mainline,member
3,SIX,SFX,2022-09-08,Delayed,Early & Ontime,Pacific,"i find the food to be pretty mediocre on united unfortunately. have had a lot better food on other flights including asiana, lufthansa and delta.",90+,premier 1k,B787-9,Mainline,member
529,ORX,SFX,2022-09-08,Delayed,Delayed,Domestic,thank you united airlines !!!.,90+,non-elite,B777-200,Mainline,member
2004,SAX,EWX,2022-09-07,Delayed,Delayed,Domestic,wish united would offer the cheese plate in sufficient quantities on all flights.,90+,premier silver,B737-700,Mainline,member
18,LHX,EWX,2022-09-08,Early & Ontime,Early & Ontime,Atlantic,main course meal of pasta not exciting and snack roll later not great. a choice of sandwiches of the quality offered at any shop in the airport would be a more attractive option. i have cream for dessert is great.,70+,non-elite,B767-300,Mainline,member
18,LHX,EWX,2022-09-08,Early & Ontime,Early & Ontime,Atlantic,the burger was over cooked but the main meal was good.,70+,premier 1k,B767-300,Mainline,member
2465,SNX,ORX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,ice was melted.,70+,non-elite,B737-800,Mainline,member
442,EWX,FLX,2022-09-08,Early & Ontime,Delayed,Domestic,the cookies are great but would have loved more than one.,80+,non-elite,A320-200,Mainline,member
932,ORX,LHX,2022-09-08,Delayed,Early & Ontime,Atlantic,dinner was appetizer & satisfying. but breakfast was terrible: croissant was dried out / very hard;. and the egg was disgusting: so over cooked it was inedible.,90+,non-elite,B767-300,Mainline,member
4812,LNX,IAX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,no_comment,0 to 70,premier silver,ERJ-145,Express,member
2334,ORX,SFX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,"i would like to see real vegan options, not just crackers, or chips…but it did not bother me at all…it is just a thought.",90+,non-member,B777-200,Mainline,non-member
1544,SEX,DEX,2022-09-09,Delayed,Delayed,Domestic,lime would of been nice.,90+,non-elite,B737-800,Mainline,member
2023,SJX,IAX,2022-09-09,Early & Ontime,Early & Ontime,Latin,"not very tasted, but what does one expect these days!. the heady days of first class on ba and panam date back to my relative youth in 1970s and 1980s.",90+,non-member,B737-900,Mainline,non-member
1501,SEX,IAX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,"i had preordered my meal on the app. however, apparently it did not go through. there was no record on board of my preorder. however, i was still able to get the entree i wanted.",90+,premier 1k,B737-800,Mainline,member
1557,PHX,SFX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,maybe a couple more domestic beers.,90+,non-elite,B737-800,Mainline,member
3832,ORX,MKX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,no_comment,80+,premier 1k,CRJ-200,Express,member
290,IAX,INX,2022-09-09,Early & Ontime,Delayed,Domestic,the chicken entree was spicy. the drinkable peaches are a “no” for me. i tried them and thought they were gross. dessert was a fudge filled cookie and it was good!.,70+,non-elite,B737-900,Mainline,member
1121,DEX,JAX,2022-09-09,Delayed,Delayed,Domestic,a full meal should be offered premium travelers.,90+,non-member,A319-100,Mainline,non-member
1647,SYX,DEX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,unable to purchase some products with cash or credit card.,80+,non-member,A319-100,Mainline,non-member
3540,PVX,ORX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,no …. early flight … i slept.,80+,non-elite,ERJ-170,Express,member
159,ROX,GUX,2022-09-09,Early & Ontime,Early & Ontime,Pacific,awesome.,0 to 70,premier silver,B737-800,Mainline,member
666,STX,EWX,2022-09-08,Delayed,Delayed,Latin,like before chicken sandwich.,90+,non-member,B737-900,Mainline,non-member
942,LHX,EWX,2022-09-10,Early & Ontime,Early & Ontime,Atlantic,the sides that go with the main choice have gotten much smaller and much less appetizing.,80+,non-elite,B767-300,Mainline,member
247,ORX,LGX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,free snacks.,90+,non-elite,A319-100,Mainline,member
1500,EWX,LAX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,i think the attendants should have come around to offer water etc.,90+,non-elite,B787-10,Mainline,member
2427,IAX,BOX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,<:)>.,90+,non-member,A319-100,Mainline,non-member
5348,DEX,PNX,2022-09-10,Delayed,Early & Ontime,Domestic,did not show up for flight. beverages were available. flight attendant found snacks.,90+,non-member,ERJ-175,Express,non-member
985,CDX,SFX,2022-09-10,Delayed,Early & Ontime,Atlantic,"the main meal, breakfast, was a nice combination. but the eggs sandwich was over warmed and stuck to the dish. i liked the fresh fruit for both meals.",90+,premier silver,B777-200,Mainline,member
985,CDX,SFX,2022-09-10,Delayed,Early & Ontime,Atlantic,"yes, it would be great if you could expand your wine offerings in the premium economy cabin with sparkling wine and a sauvignon blanc. i do not care much for chardonnay.",90+,premier gold,B777-200,Mainline,member
253,HNX,IAX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,the chicken (chicken substitute) made my stomach upset. the roll was about as hard as a rock. the entire meal was cold.,90+,non-member,B777-200,Mainline,non-member
665,LAX,ORX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,nope.,90+,non-elite,B737-900,Mainline,member
651,IAX,RSX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,gave 2 snacks. other airlines only give 1.,80+,non-elite,A319-100,Mainline,member
2463,YVX,SFX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,diet ginger ale would be nice to have or diet tonic.,80+,non-member,A319-100,Mainline,non-member
977,EWX,SNX,2022-09-10,Delayed,Early & Ontime,Atlantic,the sparkling wine was not good.,70+,non-elite,B757-200,Mainline,member
222,SFX,MCX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,more variety of snack offered for sale in red eye flights (like sandwiches) and go back to being able to use credit card to purchase.,90+,non-elite,B737-MAX9,Mainline,member
327,IAX,SEX,2022-09-10,Early & Ontime,Delayed,Domestic,"i selected the meatball entree option. the portion size was good. the entree seemed overcookes, dry, and lacked any flavor pazzaz. very bland. the dessert was some disgusting cookie that had the taste and texture of cardboard.",90+,premier gold,B737-700,Mainline,member
129,GIX,IAX,2022-09-11,Delayed,Early & Ontime,Latin,the breakfast was not exactly what i would expect on a such long flight.,80+,premier 1k,B767-300,Mainline,member
371,EWX,LAX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,how about just a plain bagel?. with butter or cream cheese. do a test please.,90+,non-elite,B737-900,Mainline,member
91,EWX,TLX,2022-09-11,Early & Ontime,Early & Ontime,Atlantic,"since we can eat only kosher food, some of the questions like the desert part did not fit. i saw an effort to improve the food which i very appriciated: the addition of coffee and sugar etc in the tray and a trial to improve breakfast. i do not like potatoes in the morning, it is too heavy and i prefer the omlet that you had in the past than the new thing you gave which i could not recognized and did not like. the meat was soft which is good but sweet which i do not like. the tortia with falafel was nice and a new thing.",90+,non-member,B787-10,Mainline,non-member
385,DEX,HNX,2022-09-11,Early & Ontime,Delayed,Domestic,i bought food at the airport.,90+,non-elite,B777-200,Mainline,member
1142,HNX,SFX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,B777-200,Mainline,member
5874,SNX,SFX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,it would be nice to have a small snack with the beverage. it is a small thing that makes the flight seem more comfortable.,80+,non-elite,ERJ-175,Express,member
707,OGX,LAX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,i bought a cheeseburger too and it was good.,90+,non-elite,B737-MAX9,Mainline,member
695,MSX,ORX,2022-09-11,Delayed,Delayed,Domestic,i love blueberry aha!. i drink this every time.,90+,premier silver,A319-100,Mainline,member
1614,EWX,MCX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,B737-900,Mainline,member
188,JNX,EWX,2022-09-11,Early & Ontime,Early & Ontime,Atlantic,i did not receive a vegan snack. the flight attendants could not find it [snack] although i requested a vegan meal a week ahead of time.,80+,non-elite,B787-9,Mainline,member
5481,LAX,LAX,2022-09-11,Delayed,Delayed,Domestic,no_comment,90+,premier platinum,ERJ-175,Express,member
92,TLX,EWX,2022-09-11,Early & Ontime,Delayed,Atlantic,could use tastier dessert.,90+,premier silver,B787-10,Mainline,member
977,EWX,SNX,2022-09-11,Early & Ontime,Early & Ontime,Atlantic,no_comment,90+,non-elite,B757-200,Mainline,member
952,BRX,IAX,2022-09-11,Early & Ontime,Early & Ontime,Atlantic,i did receive a complementary meal which is one of the best in my experience. the new menu is a home run.,90+,global services,B777-300,Mainline,member
2209,JAX,DEX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,paying through the app is a pain.,90+,non-elite,A320-200,Mainline,member
983,IAX,ATX,2022-09-12,Delayed,Delayed,Atlantic,for a 9 plus hours i do not think the food choices was appropriate. compare to air france we would travel before in the business premium it is night and day services.,80+,non-member,B787-8,Mainline,non-member
299,AUX,SFX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,i flew delta from austin to seattle. the meal service in first is markedly better than the choices i get on the flight from austin to san francisco or back.,0 to 70,premier 1k,B737-MAX9,Mainline,member
1806,LAX,EWX,2022-09-11,Delayed,Delayed,Domestic,u ran out of ginger ale.,90+,non-member,B737-900,Mainline,non-member
966,NAX,EWX,2022-09-12,Early & Ontime,Early & Ontime,Atlantic,so far so good .. but everything is overpriced for what u get.,90+,non-elite,B767-300,Mainline,member
909,AMX,ORX,2022-09-13,Delayed,Delayed,Atlantic,"this survey did not let me go back a page to correct the fact that i had a meal and not a snack. the main meal was fine. the light snack before landing was terrible and lacking in all sense of being called food. it was bland, soggy and chewy. it also appeared as if they ran out of stroopwafels for those at the back of the plane. a stroopwafel would have been better than the ham and cheese sandwich that was served.",90+,non-elite,B787-8,Mainline,member
2271,DEX,SMX,2022-09-13,Early & Ontime,Delayed,Domestic,no_comment,90+,non-elite,B737-800,Mainline,member
610,CLX,ORX,2022-09-13,Early & Ontime,Delayed,Domestic,flight duration not conducive to extensive food beverage service.,90+,premier platinum,B737-900,Mainline,member
1746,SFX,IAX,2022-09-13,Early & Ontime,Delayed,Domestic,miss the complimentary wine.,80+,non-elite,B777-200,Mainline,member
2239,SMX,ORX,2022-09-13,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,global services,B737-800,Mainline,member
1205,EWX,SFX,2022-09-13,Early & Ontime,Delayed,Domestic,"the squash ravioli and chocolate chip cheese cake were not good. there were only two options to choose from, should offer more options.",90+,non-elite,B777-300,Mainline,member
1277,LAX,CUX,2022-09-13,Early & Ontime,Early & Ontime,Latin,no_comment,80+,non-elite,B737-900,Mainline,member
2445,ORX,RDX,2022-09-12,Delayed,Delayed,Domestic,there was no snack.,90+,non-member,B737-700,Mainline,non-member
872,SFX,TPX,2022-09-13,Early & Ontime,Early & Ontime,Pacific,飲料ok!. 食物可怕!.,0 to 70,non-member,B777-300,Mainline,non-member
872,SFX,TPX,2022-09-13,Early & Ontime,Early & Ontime,Pacific,"in my opinion, the quantities of foods or the extra food requiry could be responsed once the more left foods might be available during the fly though.",0 to 70,non-elite,B777-300,Mainline,member
2471,RNX,DEX,2022-09-14,Delayed,Delayed,Domestic,i would like to be served water refills.,90+,non-elite,A320-200,Mainline,member
452,DEX,ORX,2022-09-14,Delayed,Delayed,Domestic,thanks for the full can.,80+,non-elite,B737-900,Mainline,member
466,DEX,DSX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-member,A319-100,Mainline,non-member
2183,PDX,SFX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,more soda and salty snack options.,90+,non-member,A320-200,Mainline,non-member
1004,DFX,EWX,2022-09-14,Early & Ontime,Early & Ontime,Domestic,nope.,90+,non-member,A319-100,Mainline,non-member
1274,DEX,RIX,2022-09-14,Delayed,Early & Ontime,Domestic,i appreciate the hot meals being restored in 1st class.,90+,premier platinum,A319-100,Mainline,member
1435,SFX,LAX,2022-09-15,Early & Ontime,Early & Ontime,Domestic,snack offerings were lacking in variety and portion size.,90+,non-elite,B737-MAX9,Mainline,member
1511,IAX,PHX,2022-09-15,Early & Ontime,Early & Ontime,Domestic,the only problem with the meal served was it was the same same with every flight segment. need to change the variables. thanks.,90+,premier silver,B737-900,Mainline,member
1511,IAX,PHX,2022-09-15,Early & Ontime,Early & Ontime,Domestic,the eli's chocolate chip cookie is too sweet.,90+,premier platinum,B737-900,Mainline,member
354,MFX,SFX,2022-09-15,Early & Ontime,Early & Ontime,Domestic,"if united had more snack choices-that would be great, but i did appreciate what was served.",70+,non-member,B737-800,Mainline,non-member
634,CIX,DEX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,would like complementary soda.,90+,non-member,B737-800,Mainline,non-member
2201,EWX,SAX,2022-09-16,Early & Ontime,Delayed,Domestic,no apple juice. just orange available.,90+,non-elite,B737-800,Mainline,member
2174,ORX,MCX,2022-09-15,Early & Ontime,Early & Ontime,Domestic,it was nice to still get a free snack/drink.,90+,non-elite,B757-300,Mainline,member
58,EWX,CDX,2022-09-16,Delayed,Delayed,Atlantic,need to have dr. pepper.,90+,premier 1k,B777-300,Mainline,member
1427,IAX,MIX,2022-09-16,Delayed,Delayed,Latin,you should give a little snack no cost.,80+,non-elite,B737-800,Mainline,member
871,SYX,SFX,2022-09-16,Early & Ontime,Early & Ontime,Pacific,the pasta was nice but unfortunately cold.,90+,non-member,B777-300,Mainline,non-member
871,SYX,SFX,2022-09-16,Early & Ontime,Early & Ontime,Pacific,"it is not the food in and of itself, it is just that qantas has a far higher standard in terms of quality.",90+,premier 1k,B777-300,Mainline,member
48,FRX,IAX,2022-09-17,Early & Ontime,Delayed,Atlantic,no_comment,90+,non-elite,B777-200,Mainline,member
